;
-----------------------------------------------------------
:
-----------------------------------------------------------
-
-----------------------------------------------------------
/
Journal Article (Published) 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3x/81/6n/49/3x816n49b
-----------------------------------------------------------
.
Journal Article (Published) 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/58/3x/v0/bn583xv00d
-----------------------------------------------------------
,
Report 	 6	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/gf/06/g3/62/gf06g3627
Research Material 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/v6/92/t7/42/v692t742k
Journal Article (Published) 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/58/3x/v0/bn583xv00d
Conference/workshop Presentation 	 4	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k3/56/94/92/k35694927
Book 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c4/b2/9b/62/c4b29b6254
-----------------------------------------------------------
 
Learning Object 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pc/28/9k/43/pc289k43m
Report 	 6	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/gf/06/g3/62/gf06g3627
Research Material 	 7	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/v6/92/t7/42/v692t742k
Journal Article (Published) 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/58/3x/v0/bn583xv00d
Conference/workshop Presentation 	 4	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k3/56/94/92/k35694927
Conference/workshop Poster 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/vd/66/w1/28/vd66w128h
Book 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c4/b2/9b/62/c4b29b6254
-----------------------------------------------------------
